Site_ID,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Ecoregion_Name,Country_Name,State_Island_Province_Name,City_Town_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Percent_Bleaching,ClimSST,Temperature_Mean,Windspeed,SSTA,SSTA_Maximum,SSTA_Frequency,SSTA_DHW,TSA,TSA_Mean,TSA_Frequency,TSA_DHW,TSA_DHWMean,Date,Site_Comments,Sample_Comments,Bleaching_Comments
1288,25.0881,-77.4737,Atlantic,Bahamas and Florida Keys,Bahamas,Nassau,New Providence,nd,2563.78,Sheltered,0.0385,62.92,15,8,1998,17.5,75,302.48,299.7,6,1.07,3.1,6,9.29,1.06,-2.91,1,1.39,0.18,15-08-1998,60% bleached,60% bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
1289,25.0881,-77.473,Atlantic,Bahamas and Florida Keys,Bahamas,Nassau,New Providence,nd,2523.2,Sheltered,0.0385,62.92,15,8,1998,nd,75,302.48,299.7,6,1.07,3.1,6,9.29,1.06,-2.91,1,1.39,0.18,15-08-1998,There was bleaching of over 60% of all head corals at 20 m; and 80% bleaching between 12-20 m depth.,There was bleaching of over 60% of all head corals at 20 m; and 80% bleaching between 12-20 m depth.,Bleaching percent averaged from code: Severe (>50% Bleached)
1290,27.2616,-78.3844,Atlantic,Bahamas and Florida Keys,Bahamas,Abaco Islands,Walker Cay,nd,796.97,Sheltered,0.1689,38.49,15,8,1998,nd,75,302.25,299.37,5,0.94,3.06,9,12.05,0.87,-3.6,1,1.57,0.11,15-08-1998,60% (GCRMN 2000),60% (GCRMN 2000),Bleaching percent averaged from code: Severe (>50% Bleached)
1325,27.2649,-78.4,Atlantic,Bahamas and Florida Keys,Bahamas,Abaco Islands,Walker Cay,nd,450.45,Sheltered,0.1689,38.49,15,9,1998,nd,75,300.83,299.37,6,-0.34,3.06,9,4.28,-1.29,-3.6,1,1.57,0.11,15-09-1998,great amount of coral that was bleached white; including many different types of coral,great amount of coral that was bleached white; including many different types of coral,Bleaching percent averaged from code: Severe (>50% Bleached)
1343,24.5167,-76.65,Atlantic,Bahamas and Florida Keys,Bahamas,Exuma Cays,Shroud Cay,nd,11122.28,Sometimes,0.0359,57.31,15,10,1983,nd,75,301.32,299.93,6,0.7,2.9,1,0,-0.55,-2.8,0,0,0.16,15-10-1983,In the Exuma Cays; Robert Wicklund of the Caribbean Marine Research Center in Florida observed massive bleaching off Lee Stocking Island in October.  Along a 20-mile stretch of the Exumas; some 10 species of corals are affected down to a depth of 73 meter,In the Exuma Cays; Robert Wicklund of the Caribbean Marine Research Center in Florida observed massive bleaching off Lee Stocking Island in October.  Along a 20-mile stretch of the Exumas; some 10 species of corals are affected down to a depth of 73 meter,Bleaching percent averaged from code: Severe (>50% Bleached)
1358,26.15,50.7008,Arabian Gulf,Persian Gulf,Bahrain,Muharraq Island,Central Governorate,nd,3856.47,Sheltered,0.1794,46.43,15,8,1998,nd,75,306.04,298.96,2,3.26,5.47,19,25.97,3.25,-7.49,4,8.09,1.03,15-08-1998,100% Water temperatures went up from 34 to 37 deg C in a week and stayed that way for several weeks,100% Water temperatures went up from 34 to 37 deg C in a week and stayed that way for several weeks,Bleaching percent averaged from code: Severe (>50% Bleached)
1359,26.2923,50.9617,Arabian Gulf,Persian Gulf,Bahrain,nd,nd,nd,27812.17,Sheltered,0.1458,46.45,15,8,1998,nd,75,306.2,299.14,2,3.83,4.38,16,27.21,3.83,-7.46,4,9.22,0.86,15-08-1998,100% Water temperatures went up from 34 to 37 deg C in a week and stayed that way for several weeks,100% Water temperatures went up from 34 to 37 deg C in a week and stayed that way for several weeks,Bleaching percent averaged from code: Severe (>50% Bleached)
1360,26.6,50.8,Arabian Gulf,Persian Gulf,Bahrain,nd,nd,nd,33482.44,Sheltered,0.1555,46.51,15,8,1998,nd,75,306.14,299.19,2,3.4,4.01,19,26.89,3.39,-7.23,4,8.48,0.8,15-08-1998,100% Water temperatures went up from 34 to 37 deg C in a week and stayed that way for several weeks,100% Water temperatures went up from 34 to 37 deg C in a week and stayed that way for several weeks,Bleaching percent averaged from code: Severe (>50% Bleached)
1418,16.2,-88.35,Atlantic,Belize and west Caribbean,Belize,Toledo District,nd,nd,12388.86,Sheltered,0.0773,48.45,15,1,1999,nd,75,299.67,301.53,5,0.46,2.99,9,0,-2.95,-1.39,4,0,0.84,15-01-1999,severe bleaching in lagoon all summer of 1998,severe bleaching in lagoon all summer of 1998,Bleaching percent averaged from code: Severe (>50% Bleached)
1430,17.83,-87.98,Atlantic,Belize and west Caribbean,Belize,Belize Barrier Reef,Ambergris Caye,nd,6959.84,Exposed,0.0532,54.69,15,5,2007,16.7,75,301.61,301.02,5,2.41,2.88,8,0,1.16,-1.41,2,0,0.55,15-05-2007,100% of recorded recently killed coral is result of bleaching; Aspergillosis was present. Staghorn coral had sections of recently killed coral. Other unidentified disease was observed.,100% of recorded recently killed coral is result of bleaching; Aspergillosis was present. Staghorn coral had sections of recently killed coral. Other unidentified disease was observed.,Bleaching percent averaged from code: Severe (>50% Bleached)
1469,16.1,-88.29,Atlantic,Belize and west Caribbean,Belize,Toledo District,nd,nd,2304.42,Sheltered,0.0787,45.94,15,8,2007,8,75,302.83,301.55,5,1.49,3.04,13,5.11,1.44,-1.35,3,2.11,0.78,15-08-2007,100% of recorded recently killed coral is result of bleaching; some sea fans had tumors,100% of recorded recently killed coral is result of bleaching; some sea fans had tumors,Bleaching percent averaged from code: Severe (>50% Bleached)
1562,16.21,-88.18,Atlantic,Belize and west Caribbean,Belize,Toledo District,nd,nd,10917.47,Sheltered,0.0996,59.26,15,9,1998,8,75,302.52,301.42,5,0.23,3.28,11,2.67,0.23,-1.32,2,2.61,0.85,15-09-1998,fore reef; top reef and back reef of the main barrier reef,fore reef; top reef and back reef of the main barrier reef,Bleaching percent averaged from code: Severe (>50% Bleached)
1563,16.3333,-88.1667,Atlantic,Belize and west Caribbean,Belize,Toledo District,nd,nd,23274.57,Sheltered,0.0752,65.83,15,9,1998,8,75,302.61,301.4,4,0.59,3.48,8,1.13,0.59,-1.38,1,1.13,0.85,15-09-1998,The bleaching is correlated with exceptionally warm water; and calm weather. Water temperatures have been consistently between 30-32C; and on the surface near some of the cayes; it was between 36-38C.,The bleaching is correlated with exceptionally warm water; and calm weather. Water temperatures have been consistently between 30-32C; and on the surface near some of the cayes; it was between 36-38C.,Bleaching percent averaged from code: Severe (>50% Bleached)
1564,16.43,-88.2,Atlantic,Belize and west Caribbean,Belize,Stann Creek District,Laughing Bird Caye,nd,1389.31,Sheltered,0.07,56,15,9,1998,nd,75,302.59,301.35,4,0.51,3.68,9,4.41,0.51,-1.43,1,1.78,0.7,15-09-1998,massive bleaching,massive bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
1565,16.47,-88.28,Atlantic,Belize and west Caribbean,Belize,Stann Creek District,Placencia,nd,1722.19,Sheltered,0.0892,51.02,15,9,1998,nd,75,302.61,301.36,4,0.45,3.27,12,5.94,0.45,-1.48,3,4.16,0.71,15-09-1998,massive bleaching,massive bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
1566,16.503,-88.3828,Atlantic,Belize and west Caribbean,Belize,Stann Creek District,Placencia,nd,907.85,Sheltered,0.1198,49.64,15,9,1998,nd,75,262.15,301.32,4,0.64,3.16,9.75,3.56,0.52,-1.58,2.75,2.68,0.71,15-09-1998,massive bleaching,massive bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
1567,16.5982,-88.2252,Atlantic,Belize and west Caribbean,Belize,Stann Creek District,Lagoon Caye,nd,375.25,Sheltered,0.098,54,15,9,1998,nd,75,302.47,301.27,4,0.99,3.41,10,3.86,0.99,-1.48,2,2.51,0.68,15-09-1998,The bleaching is correlated with exceptionally warm water; and calm weather. Water temperatures have been consistently between 30-32C; and on the surface near some of the cayes; it was between 36-38C.,The bleaching is correlated with exceptionally warm water; and calm weather. Water temperatures have been consistently between 30-32C; and on the surface near some of the cayes; it was between 36-38C.,Bleaching percent averaged from code: Severe (>50% Bleached)
1568,16.8,-88.08,Atlantic,Belize and west Caribbean,Belize,Stann Creek District,South Water Caye,nd,326.9,Sometimes,0.0445,49.04,15,9,1998,nd,75,302.37,301.16,4,1.69,3.27,4,0,1.69,-1.5,0,0,0.61,15-09-1998,massive bleaching,massive bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
1569,16.8,-87.7667,Atlantic,Belize and west Caribbean,Belize,Belize Barrier Reef,nd,nd,4447.17,Sheltered,0.0983,47.62,15,9,1998,13.5,75,302.24,301.12,4,0.37,3.05,1,1.04,0.37,-1.32,0,0,0.55,15-09-1998,The bleaching is correlated with exceptionally warm water; and calm weather. Water temperatures have been consistently between 30-32C; and on the surface near some of the cayes; it was between 36-38C. Bleaching was measured at 76% on the western fore,The bleaching is correlated with exceptionally warm water; and calm weather. Water temperatures have been consistently between 30-32C; and on the surface near some of the cayes; it was between 36-38C. Bleaching was measured at 76% on the western fore,Bleaching percent averaged from code: Severe (>50% Bleached)
1570,16.87,-88.12,Atlantic,Belize and west Caribbean,Belize,Stann Creek District,Thatch Caye,nd,401.2,Sheltered,0.0814,57.9,15,9,1998,nd,75,302.45,301.16,4,1.44,3.06,3,2,1.44,-1.58,1,1.91,0.72,15-09-1998,massive bleaching,massive bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
1571,17.3,-87.5,Atlantic,Belize and west Caribbean,Belize,Belize Barrier Reef,Lighthouse Reef,nd,11125.69,Exposed,0.0334,45.7,15,9,1998,8,75,302.18,301,4,0.67,2.89,4,3.28,0.68,-1.31,1,1,0.42,15-09-1998,The bleaching is correlated with exceptionally warm water; and calm weather. Water temperatures have been consistently between 30-32C; and on the surface near some of the cayes; it was between 36-38C.,The bleaching is correlated with exceptionally warm water; and calm weather. Water temperatures have been consistently between 30-32C; and on the surface near some of the cayes; it was between 36-38C.,Bleaching percent averaged from code: Severe (>50% Bleached)
1572,17.3502,-88.2711,Atlantic,Belize and west Caribbean,Belize,Belize Barrier Reef,Belize City,nd,762.58,Sheltered,0.1818,53.05,15,9,1998,nd,75,302.31,301.06,4,1.94,4.85,10,2.65,1.93,-1.56,3,1.19,0.94,15-09-1998,massive bleaching,massive bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
1574,18.0048,-87.8997,Atlantic,Belize and west Caribbean,Belize,Belize Barrier Reef,Ambergris Caye,nd,1185.92,Exposed,0.0368,42.11,15,9,1998,nd,75,302.01,300.79,4,0.41,2.88,6,4.63,0.42,-1.35,2,3.28,0.62,15-09-1998,severe bleaching,severe bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
1595,16.6,-88.2,Atlantic,Belize and west Caribbean,Belize,Stann Creek District,Lagoon Caye,nd,1391.67,Sheltered,0.1005,54,15,10,1998,nd,75,301.3,301.27,3,-0.09,3.41,13,8.31,-0.7,-1.48,4,6.82,0.68,15-10-1998,100% bleaching of Agaricia tenuifolia,100% bleaching of Agaricia tenuifolia,Bleaching percent averaged from code: Severe (>50% Bleached)
1599,16.8086,-87.6901,Atlantic,Belize and west Caribbean,Belize,Stann Creek District,South Water Caye,nd,10098.46,Exposed,0.0335,47.62,15,10,1998,nd,75,301.43,301.04,3,0.13,5.46,4,2.05,-0.16,-1.26,1,1,0.43,15-10-1998,fore reef;top reef; back reef and patch reefs,fore reef;top reef; back reef and patch reefs,Bleaching percent averaged from code: Severe (>50% Bleached)
1599,16.8086,-87.6901,Atlantic,Belize and west Caribbean,Belize,Stann Creek District,South Water Caye,nd,10098.46,Exposed,0.0335,47.62,15,12,1998,9.14,75,299.7,301.04,9,0.04,5.46,3,1,-1.92,-1.26,1,1,0.43,15-12-1998,fore reef;top reef; back reef and patch reefs,fore reef;top reef; back reef and patch reefs,Bleaching percent averaged from code: Severe (>50% Bleached)
1603,16.63,-88.13,Atlantic,Belize and west Caribbean,Belize,Stann Creek District,Fisherman's Caye,nd,3809.7,Sheltered,0.118,54,15,11,1998,nd,75,300.08,301.27,5,0.15,3.15,13,7.74,-1.49,-1.41,4,7.5,0.96,15-11-1998,virtually every living colony bleached,virtually every living colony bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
1648,32.503,-64.764,Atlantic,Bermuda,Bermuda,St. George's Parish,St. George's Island,nd,15188.36,Exposed,0.0391,59.26,15,8,2003,nd,75,300.31,296.09,5,1,3.3,6,4.6,1,-4.92,0,0,0.09,15-08-2003,I was also in Bermuda at the end of July and early August and can  confirm [the] observation of extensive Millepora bleaching. ... we  measured 30.3 C on the outer northern reef edge. (S.R. Smith)  On August 4th; there was extensive bleaching of Mille,I was also in Bermuda at the end of July and early August and can  confirm [the] observation of extensive Millepora bleaching. ... we  measured 30.3 C on the outer northern reef edge. (S.R. Smith)  On August 4th; there was extensive bleaching of Mille,Bleaching percent averaged from code: Severe (>50% Bleached)
1682,-17.785,-39,Atlantic,Brazil,Brazil,Bahia,Abrolhos Marine National Park,nd,17832.87,Sometimes,0.1404,46.65,15,4,1998,nd,75,299.69,299.08,6,1.19,2.19,4,3.18,0.87,-1.66,2,2.84,0.21,15-04-1998,90% of Mussismilia hispida bleached; 80% Agaricia agaricites and 70% Siderastrea stellata bleached.,90% of Mussismilia hispida bleached; 80% Agaricia agaricites and 70% Siderastrea stellata bleached.,Bleaching percent averaged from code: Severe (>50% Bleached)
1683,-17.6667,-38.5,Atlantic,Brazil,Brazil,Bahia,Abrolhos Marine National Park,nd,38924.38,Exposed,0.0583,47.39,15,4,1998,nd,75,299.75,298.83,6,0.43,2.87,6,5.67,0.22,-1.67,3,5.56,0.25,15-04-1998,Moderate bleaching,Moderate bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
1684,-13.6952,-38.9047,Atlantic,Brazil,Brazil,Bahia,Ilha de Boipeba,nd,2387.96,Exposed,0.1086,50.02,15,4,1998,10.5,75,300.65,299.95,5,1.12,2.79,10,9.94,0.83,-1.67,4,5.68,0.33,15-04-1998,90% of Mussismilia hispida bleached; 80% Agaricia agaricites and 70% Siderastrea stellata bleached.,90% of Mussismilia hispida bleached; 80% Agaricia agaricites and 70% Siderastrea stellata bleached.,Bleaching percent averaged from code: Severe (>50% Bleached)
1826,18.4526,-64.6259,Atlantic,Hispaniola Puerto Rico and Lesser Antilles,United Kingdom,British Virgin Islands,Tortola,nd,283.71,Exposed,0.0489,59.77,15,9,1998,nd,75,262.15,300.26,6,0.24,2.95,9,4.14,0.07,-1.6,0,0,0.25,15-09-1998,widespread bleaching 50%,widespread bleaching 50%,Bleaching percent averaged from code: Severe (>50% Bleached)
1889,19.3167,-81.2333,Atlantic,Cuba and Cayman Islands,Cayman Islands,Grand Cayman,East End,nd,522.08,Sheltered,0.0276,57.83,15,9,1998,3,75,262.15,301.08,8,0.05,2.32,3.2,4,0.02,-1.72,2.2,2.57,0.27,15-09-1998,Bleaching affected all species and possibly 90% of all corals were heavily bleached.,Bleaching affected all species and possibly 90% of all corals were heavily bleached.,Bleaching percent averaged from code: Severe (>50% Bleached)
1890,19.355,-81.1532,Atlantic,Cuba and Cayman Islands,Cayman Islands,Grand Cayman,North Side,nd,248.52,Exposed,0.0293,99.43,15,9,1998,nd,75,302.57,301.07,8,0.94,2.4,4,5.26,0.93,-1.8,1,1.89,0.27,15-09-1998,90% bleached is noticed  11/20/97 (source b971120.dat) as 50-60%,90% bleached is noticed  11/20/97 (source b971120.dat) as 50-60%,Bleaching percent averaged from code: Severe (>50% Bleached)
1891,19.3653,-81.2862,Atlantic,Cuba and Cayman Islands,Cayman Islands,Grand Cayman,North Side,nd,965,Sheltered,0.0767,59.1,15,9,2009,nd,75,302.19,301.06,3,2.06,2.79,1,1.69,2.05,-1.77,1,1.7,0.36,15-09-2009,I have just been informed by Croy McCoy that they are having an intense and widespread bleaching event in Grand Cayman. He went diving yesterday and found totally bleached corals down to 30 m; observations indicate that close to 100% of scleractinians sho,I have just been informed by Croy McCoy that they are having an intense and widespread bleaching event in Grand Cayman. He went diving yesterday and found totally bleached corals down to 30 m; observations indicate that close to 100% of scleractinians sho,Bleaching percent averaged from code: Severe (>50% Bleached)
1939,10.78,103.24,Pacific,Gulf of Thailand,Cambodia,Sihanoukville,Koh Rong,nd,141.67,Sheltered,0.1438,49.87,15,2,2009,4,75,303.07,302.43,2,0.4,3.69,1,0,-1.49,-1.3,0,0,0.58,15-02-2009,100% of recorded recently killed coral on substrate is result of bleaching,100% of recorded recently killed coral on substrate is result of bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
1940,10.62,103.29,Pacific,Gulf of Thailand,Cambodia,Sihanoukville,Koh Rong Sanloem,nd,63.92,Sheltered,0.0888,49.88,15,3,2009,5,75,262.15,302.19,3,1.46,3.66,3.75,0.84,0.41,-1.33,0,0,0.46,15-03-2009,100% of recorded recently killed coral on substrate is result of bleaching,100% of recorded recently killed coral on substrate is result of bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
1989,10.6245,103.4935,Pacific,Gulf of Thailand,Cambodia,Sihanoukville,Phum 1,nd,51.63,Sheltered,0.1609,49.88,15,5,1998,nd,75,262.15,302.36,3,1.4,3.25,15.25,11.13,1.32,-1.4,3.25,5.97,0.4,15-05-1998,0.8,0.8,Bleaching percent averaged from code: Severe (>50% Bleached)
2060,-7,71,Indian,Chagos Archipelago,United Kingdom,British Indian Ocean Territory,Chagos Archipelago,nd,51194.21,Exposed,0.0371,26.33,15,4,2006,3.5,75,301.59,301.14,3,-0.1,3.14,1,0,-0.16,-1.14,1,0,0.48,15-04-2006,Average Hard coral of the area: 20% Soft coral: 0%; Bleached Hard coral observed: 80% Soft coral: 0%; Type of coral affected : Certainly plate Acropora; probably all species; Observations are a crude estimate based from looking over the side,Average Hard coral of the area: 20% Soft coral: 0%; Bleached Hard coral observed: 80% Soft coral: 0%; Type of coral affected : Certainly plate Acropora; probably all species; Observations are a crude estimate based from looking over the side,Bleaching percent averaged from code: Severe (>50% Bleached)
2061,-6.1,71.7333,Indian,Chagos Archipelago,United Kingdom,British Indian Ocean Territory,Chagos Archipelago,nd,22.45,Sheltered,0.046,38.28,15,4,1998,nd,75,301.91,301.2,4,-0.19,3.96,7,4.35,-0.25,-1.15,2,2.8,0.4,15-04-1998,A 1996 survey showed that only 12% of the substrate on the seaward reefs is live coral today. Upto 40% was unidentifiable dead substrate. In 1996; an average of about 75% of the substrate was living corals and soft corals.,A 1996 survey showed that only 12% of the substrate on the seaward reefs is live coral today. Upto 40% was unidentifiable dead substrate. In 1996; an average of about 75% of the substrate was living corals and soft corals.,Bleaching percent averaged from code: Severe (>50% Bleached)
2069,-27.1667,-109.3333,Pacific,Easter Island south central Pacific,Chile,Easter Island,Hanga Roa,nd,1579.03,Exposed,0.0214,50.08,15,6,1980,10,75,294.65,295.5,nd,nd,3.61,nd,nd,nd,-2.87,nd,nd,0.21,15-06-1980,Massive coral bleaching was caused by freshwater runoff. Coral recovered after 3 months.,Massive coral bleaching was caused by freshwater runoff. Coral recovered after 3 months.,Bleaching percent averaged from code: Severe (>50% Bleached)
2174,-12.2134,96.8636,Indian,Cocos Keeling Atolls Indian Ocean,Australia,Cocos (Keeling) Islands,West Island,nd,1229.29,Exposed,0.0328,43.94,15,11,1998,nd,75,300.04,300.28,7,0.62,3.4,10,9.42,-1.07,-1.06,1,0,0.52,15-11-1998,extensive,extensive,Bleaching percent averaged from code: Severe (>50% Bleached)
2233,10.012,-75.617,Atlantic,Netherlands Antilles and south Caribbean,Colombia,Sucre,El mono Hernandez Cork Forest Flora and Fauna Sanctuary,nd,3787.46,Sheltered,0.1949,51.73,15,8,2005,6,75,302.86,302.26,1,0,2.86,12,6.3,-0.17,-1.12,5,5.26,0.69,15-08-2005,Reef zones that were affected :  Reef flat; reef crest; lagoon; fore reef; slope; Percentage of live coral cover in the area:  15-70%; Percentage of live coral that is bleached:  1-90%;  Very low or no bleaching below 12 m depth; high levels o,Reef zones that were affected :  Reef flat; reef crest; lagoon; fore reef; slope; Percentage of live coral cover in the area:  15-70%; Percentage of live coral that is bleached:  1-90%;  Very low or no bleaching below 12 m depth; high levels o,Bleaching percent averaged from code: Severe (>50% Bleached)
