Site_ID,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Ecoregion_Name,Exposure,Turbidity,Cyclone_Frequency,Date_Month,Date_Year,Percent_Bleaching,Temperature_Mean,Windspeed,SSTA,SSTA_DHW,TSA,TSA_DHWMean,Date,Site_Comments,Sample_Comments,Bleaching_condition
1574,18.0048,-87.8997,Atlantic,Belize and west Caribbean,Exposed,0.0368,42.11,9,1998,75,300.79,4,0.41,4.63,0.42,0.62,15-09-1998,severe bleaching,severe bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
1595,16.6,-88.2,Atlantic,Belize and west Caribbean,Sheltered,0.1005,54,10,1998,75,301.27,3,-0.09,8.31,-0.7,0.68,15-10-1998,100% bleaching of Agaricia tenuifolia,100% bleaching of Agaricia tenuifolia,Bleaching percent averaged from code: Severe (>50% Bleached)
1599,16.8086,-87.6901,Atlantic,Belize and west Caribbean,Exposed,0.0335,47.62,10,1998,75,301.04,3,0.13,2.05,-0.16,0.43,15-10-1998,fore reef;top reef; back reef and patch reefs,fore reef;top reef; back reef and patch reefs,Bleaching percent averaged from code: Severe (>50% Bleached)
1599,16.8086,-87.6901,Atlantic,Belize and west Caribbean,Exposed,0.0335,47.62,12,1998,75,301.04,9,0.04,1,-1.92,0.43,15-12-1998,fore reef;top reef; back reef and patch reefs,fore reef;top reef; back reef and patch reefs,Bleaching percent averaged from code: Severe (>50% Bleached)
1603,16.63,-88.13,Atlantic,Belize and west Caribbean,Sheltered,0.118,54,11,1998,75,301.27,5,0.15,7.74,-1.49,0.96,15-11-1998,virtually every living colony bleached,virtually every living colony bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
1648,32.503,-64.764,Atlantic,Bermuda,Exposed,0.0391,59.26,8,2003,75,296.09,5,1,4.6,1,0.09,15-08-2003,I was also in Bermuda at the end of July and early August and can  confirm [the] observation of extensive Millepora bleaching. ... we  measured 30.3 C on the outer northern reef edge. (S.R. Smith)  On August 4th; there was extensive bleaching of Mille,I was also in Bermuda at the end of July and early August and can  confirm [the] observation of extensive Millepora bleaching. ... we  measured 30.3 C on the outer northern reef edge. (S.R. Smith)  On August 4th; there was extensive bleaching of Mille,Bleaching percent averaged from code: Severe (>50% Bleached)
1682,-17.785,-39,Atlantic,Brazil,Sometimes,0.1404,46.65,4,1998,75,299.08,6,1.19,3.18,0.87,0.21,15-04-1998,90% of Mussismilia hispida bleached; 80% Agaricia agaricites and 70% Siderastrea stellata bleached.,90% of Mussismilia hispida bleached; 80% Agaricia agaricites and 70% Siderastrea stellata bleached.,Bleaching percent averaged from code: Severe (>50% Bleached)
1683,-17.6667,-38.5,Atlantic,Brazil,Exposed,0.0583,47.39,4,1998,75,298.83,6,0.43,5.67,0.22,0.25,15-04-1998,Moderate bleaching,Moderate bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
1684,-13.6952,-38.9047,Atlantic,Brazil,Exposed,0.1086,50.02,4,1998,75,299.95,5,1.12,9.94,0.83,0.33,15-04-1998,90% of Mussismilia hispida bleached; 80% Agaricia agaricites and 70% Siderastrea stellata bleached.,90% of Mussismilia hispida bleached; 80% Agaricia agaricites and 70% Siderastrea stellata bleached.,Bleaching percent averaged from code: Severe (>50% Bleached)
1826,18.4526,-64.6259,Atlantic,Hispaniola Puerto Rico and Lesser Antilles,Exposed,0.0489,59.77,9,1998,75,300.26,6,0.24,4.14,0.07,0.25,15-09-1998,widespread bleaching 50%,widespread bleaching 50%,Bleaching percent averaged from code: Severe (>50% Bleached)
1889,19.3167,-81.2333,Atlantic,Cuba and Cayman Islands,Sheltered,0.0276,57.83,9,1998,75,301.08,8,0.05,4,0.02,0.27,15-09-1998,Bleaching affected all species and possibly 90% of all corals were heavily bleached.,Bleaching affected all species and possibly 90% of all corals were heavily bleached.,Bleaching percent averaged from code: Severe (>50% Bleached)
1890,19.355,-81.1532,Atlantic,Cuba and Cayman Islands,Exposed,0.0293,99.43,9,1998,75,301.07,8,0.94,5.26,0.93,0.27,15-09-1998,90% bleached is noticed  11/20/97 (source b971120.dat) as 50-60%,90% bleached is noticed  11/20/97 (source b971120.dat) as 50-60%,Bleaching percent averaged from code: Severe (>50% Bleached)
1891,19.3653,-81.2862,Atlantic,Cuba and Cayman Islands,Sheltered,0.0767,59.1,9,2009,75,301.06,3,2.06,1.69,2.05,0.36,15-09-2009,I have just been informed by Croy McCoy that they are having an intense and widespread bleaching event in Grand Cayman. He went diving yesterday and found totally bleached corals down to 30 m; observations indicate that close to 100% of scleractinians sho,I have just been informed by Croy McCoy that they are having an intense and widespread bleaching event in Grand Cayman. He went diving yesterday and found totally bleached corals down to 30 m; observations indicate that close to 100% of scleractinians sho,Bleaching percent averaged from code: Severe (>50% Bleached)
1939,10.78,103.24,Pacific,Gulf of Thailand,Sheltered,0.1438,49.87,2,2009,75,302.43,2,0.4,0,-1.49,0.58,15-02-2009,100% of recorded recently killed coral on substrate is result of bleaching,100% of recorded recently killed coral on substrate is result of bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
1940,10.62,103.29,Pacific,Gulf of Thailand,Sheltered,0.0888,49.88,3,2009,75,302.19,3,1.46,0.84,0.41,0.46,15-03-2009,100% of recorded recently killed coral on substrate is result of bleaching,100% of recorded recently killed coral on substrate is result of bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
1989,10.6245,103.4935,Pacific,Gulf of Thailand,Sheltered,0.1609,49.88,5,1998,75,302.36,3,1.4,11.13,1.32,0.4,15-05-1998,0.8,0.8,Bleaching percent averaged from code: Severe (>50% Bleached)
2060,-7,71,Indian,Chagos Archipelago,Exposed,0.0371,26.33,4,2006,75,301.14,3,-0.1,0,-0.16,0.48,15-04-2006,Average Hard coral of the area: 20% Soft coral: 0%; Bleached Hard coral observed: 80% Soft coral: 0%; Type of coral affected : Certainly plate Acropora; probably all species; Observations are a crude estimate based from looking over the side,Average Hard coral of the area: 20% Soft coral: 0%; Bleached Hard coral observed: 80% Soft coral: 0%; Type of coral affected : Certainly plate Acropora; probably all species; Observations are a crude estimate based from looking over the side,Bleaching percent averaged from code: Severe (>50% Bleached)
2061,-6.1,71.7333,Indian,Chagos Archipelago,Sheltered,0.046,38.28,4,1998,75,301.2,4,-0.19,4.35,-0.25,0.4,15-04-1998,A 1996 survey showed that only 12% of the substrate on the seaward reefs is live coral today. Upto 40% was unidentifiable dead substrate. In 1996; an average of about 75% of the substrate was living corals and soft corals.,A 1996 survey showed that only 12% of the substrate on the seaward reefs is live coral today. Upto 40% was unidentifiable dead substrate. In 1996; an average of about 75% of the substrate was living corals and soft corals.,Bleaching percent averaged from code: Severe (>50% Bleached)
2069,-27.1667,-109.3333,Pacific,Easter Island south central Pacific,Exposed,0.0214,50.08,6,1980,75,295.5,nd,nd,nd,nd,0.21,15-06-1980,Massive coral bleaching was caused by freshwater runoff. Coral recovered after 3 months.,Massive coral bleaching was caused by freshwater runoff. Coral recovered after 3 months.,Bleaching percent averaged from code: Severe (>50% Bleached)
2174,-12.2134,96.8636,Indian,Cocos Keeling Atolls Indian Ocean,Exposed,0.0328,43.94,11,1998,75,300.28,7,0.62,9.42,-1.07,0.52,15-11-1998,extensive,extensive,Bleaching percent averaged from code: Severe (>50% Bleached)
2233,10.012,-75.617,Atlantic,Netherlands Antilles and south Caribbean,Sheltered,0.1949,51.73,8,2005,75,302.26,1,0,6.3,-0.17,0.69,15-08-2005,Reef zones that were affected :  Reef flat; reef crest; lagoon; fore reef; slope; Percentage of live coral cover in the area:  15-70%; Percentage of live coral that is bleached:  1-90%;  Very low or no bleaching below 12 m depth; high levels o,Reef zones that were affected :  Reef flat; reef crest; lagoon; fore reef; slope; Percentage of live coral cover in the area:  15-70%; Percentage of live coral that is bleached:  1-90%;  Very low or no bleaching below 12 m depth; high levels o,Bleaching percent averaged from code: Severe (>50% Bleached)
2332,14.15,145.2,Pacific,Marianas,Exposed,0.0204,59.99,7,2001,75,301.4,3,0.09,2.54,0,0.47,15-07-2001,little bleached coral in deeper part of reef,little bleached coral in deeper part of reef,Bleaching percent averaged from code: Severe (>50% Bleached)
2335,14.133,145.158,Pacific,Marianas,Sheltered,0.0205,59.99,7,2001,75,301.42,3,0.11,1.87,0.04,0.49,15-07-2001,extensive in very shallow lagoonal reef,extensive in very shallow lagoonal reef,Bleaching percent averaged from code: Severe (>50% Bleached)
2374,-12.2755,43.75,Indian,Mayotte and Comoros,Exposed,0.039,39.65,5,1998,75,300.72,8,0.56,5.42,-0.68,0.66,15-05-1998,50% corals bleached,50% corals bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
2385,-18.8667,-159.75,Pacific,Cook Islands south-west Pacific,Exposed,0.0226,52.61,4,2000,75,299.87,3,0.8,0,0.38,0.66,15-04-2000,all coral bleached,all coral bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
2572,21.8284,-84.4931,Atlantic,Cuba and Cayman Islands,Sheltered,0.0294,76.18,8,2007,75,301.09,9,0.16,2.35,0.16,0.24,15-08-2007,Proyecto PNUD/GEF Sabana-Camaguey,Proyecto PNUD/GEF Sabana-Camaguey,Bleaching percent averaged from code: Severe (>50% Bleached)
2572,21.8284,-84.4931,Atlantic,Cuba and Cayman Islands,Sheltered,0.0294,76.18,8,2008,75,301.09,4,0.13,0,0.13,0.24,15-08-2008,Proyecto PNUD/GEF Sabana-Camaguey,Proyecto PNUD/GEF Sabana-Camaguey,Bleaching percent averaged from code: Severe (>50% Bleached)
2573,22.0322,-83.5648,Atlantic,Cuba and Cayman Islands,Sheltered,0.2304,47.11,8,2008,75,300.79,4,0.97,1.1,0.95,0.48,15-08-2008,Proyecto PNUD/GEF Sabana-Camaguey,Proyecto PNUD/GEF Sabana-Camaguey,Bleaching percent averaged from code: Severe (>50% Bleached)
2614,22.114,-81.118,Atlantic,Cuba and Cayman Islands,Sheltered,0.0455,59.87,9,2005,75,301.13,7,0.03,5.41,-0.22,0.21,15-09-2005,Bleaching was observed from shallow coral heads (5 m) to reef wall (25 m).;  Percentage of live coral that bleached: 50% as average; Type/species of coral affected:; Montastraea annularis: 94% (at 5 m deep); Siderastrea siderea: 90% (at 12-2,Bleaching was observed from shallow coral heads (5 m) to reef wall (25 m).;  Percentage of live coral that bleached: 50% as average; Type/species of coral affected:; Montastraea annularis: 94% (at 5 m deep); Siderastrea siderea: 90% (at 12-2,Bleaching percent averaged from code: Severe (>50% Bleached)
2620,23.0537,-81.5642,Atlantic,Cuba and Cayman Islands,Sheltered,0.0382,62.36,9,2008,75,300.23,4,-0.21,0,-0.38,1.02,15-09-2008,Proyecto PNUD/GEF Sabana-Camaguey,Proyecto PNUD/GEF Sabana-Camaguey,Bleaching percent averaged from code: Severe (>50% Bleached)
2648,19.8307,-77.7348,Atlantic,Cuba and Cayman Islands,Exposed,0.0266,56.24,10,2005,75,301.4,8,0,3.95,-0.58,0.22,15-10-2005,Depth of Area bleached : 1-3 m; Reef zone that is:   Reefcrest;     Percentage of live coral that is bleached: High;,Depth of Area bleached : 1-3 m; Reef zone that is:   Reefcrest;     Percentage of live coral that is bleached: High;,Bleaching percent averaged from code: Severe (>50% Bleached)
2844,0.2732,-91.6261,Pacific,Galapagos Islands,Exposed,0.0669,49.74,2,1998,75,296.71,3,2.43,46.97,2.19,2.13,15-02-1998,severe bleaching,severe bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
2846,-1.2239,-90.5017,Pacific,Galapagos Islands,Exposed,0.0692,50.08,3,1998,75,296.14,3,4.44,50.31,4.44,1.49,15-03-1998,50% pale; 50% bleached in March. By May 88% bleached,50% pale; 50% bleached in March. By May 88% bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
2847,-0.8947,-90.4097,Pacific,Galapagos Islands,Sheltered,0.0699,50.07,3,1998,75,296.36,3,4.45,45.79,4.45,1.55,15-03-1998,100% bleached,100% bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
2848,0.5028,-90.4278,Pacific,Galapagos Islands,Exposed,0.0578,49.86,3,1998,75,297.37,3,3.77,40.67,3.76,1.64,15-03-1998,Psammacora stellata 86.7% bleached,Psammacora stellata 86.7% bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
2849,-1.3361,-89.6938,Pacific,Galapagos Islands,Sheltered,0.0721,50.21,3,1998,75,296.27,3,3.03,41.84,3.04,1.46,15-03-1998,20% of polyps of roughly 80% of coral bleached near the top 12/25/97 by 03/30/98 bleaching extensive.,20% of polyps of roughly 80% of coral bleached near the top 12/25/97 by 03/30/98 bleaching extensive.,Bleaching percent averaged from code: Severe (>50% Bleached)
2850,-0.7998,-90.1042,Pacific,Galapagos Islands,Sheltered,0.072,50.09,3,1998,75,296.2,3,4.56,45.91,4.56,1.61,15-03-1998,20% of polyps of roughly 80% of coral bleached near the top 12/25/97 by 03/30/98 bleaching extensive.,20% of polyps of roughly 80% of coral bleached near the top 12/25/97 by 03/30/98 bleaching extensive.,Bleaching percent averaged from code: Severe (>50% Bleached)
2851,-0.4907,-90.414,Pacific,Galapagos Islands,Sheltered,0.1059,50.03,3,1998,75,296.77,3,4.28,42.45,4.27,1.64,15-03-1998,20% of polyps of roughly 80% of coral bleached near the top 12/25/97 by 03/30/98 bleaching extensive.,20% of polyps of roughly 80% of coral bleached near the top 12/25/97 by 03/30/98 bleaching extensive.,Bleaching percent averaged from code: Severe (>50% Bleached)
2852,-0.2779,-90.5162,Pacific,Galapagos Islands,Exposed,0.0722,49.97,3,1998,75,296.75,3,3.73,41.61,3.74,1.75,15-03-1998,20% of polyps of roughly 80% of coral bleached near the top 12/25/97 by 03/30/98 bleaching extensive.,20% of polyps of roughly 80% of coral bleached near the top 12/25/97 by 03/30/98 bleaching extensive.,Bleaching percent averaged from code: Severe (>50% Bleached)
2859,-1.22,-90.39,Pacific,Galapagos Islands,Sheltered,0.0693,50.11,5,1998,75,296.26,6,1.77,35.8,-0.06,1.46,15-05-1998,70-90% corals bleached,70-90% corals bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
2860,-1.21,-90.47,Pacific,Galapagos Islands,Sheltered,0.0691,50.08,5,1998,75,296.16,6,2.47,40.84,0.59,1.54,15-05-1998,70-90% corals bleached,70-90% corals bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
2861,-1.21,-90.43,Pacific,Galapagos Islands,Sheltered,0.0724,50.08,5,1998,75,296.25,6,1.8,38.3,-0.05,1.47,15-05-1998,70-90% corals bleached,70-90% corals bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
2862,-0.8,-90,Pacific,Galapagos Islands,Sheltered,0.0643,50.12,5,1998,75,296.25,6,3.73,41.06,1.84,1.73,15-05-1998,70-90% corals bleached,70-90% corals bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
2867,-0.75,-90.3,Pacific,Galapagos Islands,Sheltered,0.0733,50.06,5,1998,75,296.3,6,2.59,42.67,0.79,1.55,15-05-1998,70-90% corals bleached,70-90% corals bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
2868,-0.56,-90.17,Pacific,Galapagos Islands,Exposed,0.0647,50.03,5,1998,75,296.51,6,2.65,38.59,0.6,1.59,15-05-1998,70-90% corals bleached,70-90% corals bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
2869,-0.5,-90.2,Pacific,Galapagos Islands,Exposed,0.0673,50.03,5,1998,75,296.48,5,2.45,37.46,0.35,1.54,15-05-1998,70-90% corals bleached,70-90% corals bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
2870,0.4,-90.4,Pacific,Galapagos Islands,Exposed,0.0584,49.92,5,1998,75,297.23,5,2.99,36.8,1.01,1.7,15-05-1998,70-90% corals bleached,70-90% corals bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
2871,0.77,-90.4,Pacific,Galapagos Islands,Exposed,0.0552,49.86,5,1998,75,297.58,5,2.39,36.74,0.43,1.51,15-05-1998,70-90% corals bleached,70-90% corals bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
2873,-1.35,-89.7,Pacific,Galapagos Islands,Sheltered,0.0721,50.21,5,1998,75,296.24,6,3.43,33.79,1.57,1.46,15-05-1998,70-90% corals bleached,70-90% corals bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
3080,-17.11,179.06,Pacific,Fiji,Exposed,0.0561,38.54,1,2008,75,299.99,8,-0.25,11.07,-0.73,0.24,15-01-2008,100% of recorded recently killed coral on substrate is result of bleaching; 1 line only - all coral heads in area very small; this is only continuous 20m available.  Poss Cushion Star scar????? NIA = Tydemania: OT = Gorgonian Fans: SC = Mostly Sarcophyton,100% of recorded recently killed coral on substrate is result of bleaching; 1 line only - all coral heads in area very small; this is only continuous 20m available.  Poss Cushion Star scar????? NIA = Tydemania: OT = Gorgonian Fans: SC = Mostly Sarcophyton,Bleaching percent averaged from code: Severe (>50% Bleached)
3172,-18.5,177.9,Pacific,Fiji,Exposed,0.0551,63.77,3,2000,75,299.98,3,0.59,9.81,0.45,0.44,15-03-2000,50-65% bleaching,50-65% bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
3173,-17.8167,177.3667,Pacific,Fiji,Sheltered,0.0661,50.73,3,2000,75,300.92,3,-1.06,2.36,-1.18,0.26,15-03-2000,severely bleached,severely bleached,Bleaching percent averaged from code: Severe (>50% Bleached)
3174,-16.8,179.3,Pacific,Fiji,Sheltered,0.0806,41.4,3,2000,75,300.23,4,0.25,0,0.14,0.32,15-03-2000,65% bleaching,65% bleaching,Bleaching percent averaged from code: Severe (>50% Bleached)
3176,-17.8992,178.7581,Pacific,Fiji,Sheltered,0.1179,35.8,4,2000,75,299.89,5,1.4,4.63,0.59,0.37,15-04-2000,Estimated location,Estimated location,Bleaching percent averaged from code: Severe (>50% Bleached)
